,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,RPObject.applyDifferences,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
1,ProtocolAnalyser.dump,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
2,RPObject.applyDifferences,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
3,H2DatabaseAdapter.doesTableExist,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
4,Validator.validateShort,Useless call,Medium,CoverityScan,NaN,0.0,0.0
5,TCPNetworkClientManager$NetworkClientManagerRead.readByteStream,Ignoring number of bytes read,Medium,CoverityScan,NaN,0.0,0.0
6,ClientFramework.chooseCharacter,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
7,TCPNetworkClientManager$NetworkClientManagerRead.storeMessage,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
8,CreateAccountHandler.process,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
9,ClientFramework.login,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
10,CreateCharacterHandler.process,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
11,AbstractDatabaseAdapter.doesTableExist,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
12,NioServer.accept,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
13,H2DatabaseAdapter.doesColumnExist,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
14,Hash.Hash,Risky cryptographic hashing function,Medium,CoverityScan,NaN,0.0,0.0
15,ClientFramework.login,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
16,Configuration.set,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
17,RPObject.containsKey,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
18,AbstractDatabaseAdapter.createConnection,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
19,SecuredLoginHandler.decode,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
20,MessageFactory.getMessage,Unchecked return value,Medium,CoverityScan,NaN,0.0,0.0
21,Validator.validateByte,Useless call,Medium,CoverityScan,NaN,0.0,0.0
22,Log4J.init,Resource leak,High,CoverityScan,NaN,0.0,0.0
23,ClientFramework.send,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
24,DBCommandQueue.addResult,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
25,RSAKey.generateKey,Copy-paste error,Medium,CoverityScan,NaN,0.0,0.0
26,Validator.validateInteger,Useless call,Medium,CoverityScan,NaN,0.0,0.0
27,ProtocolAnalyser.main,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
28,Validator.validateFloat,Useless call,Medium,CoverityScan,NaN,0.0,0.0
29,AbstractDatabaseAdapter.doesColumnExist,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
30,ClientFramework.logout,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
31,Hash.hash,Hashing a password with a weak salt,Low,CoverityScan,NaN,0.0,0.0
32,Configuration.Configuration,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
33,AccountDAO.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,92.0,92.0
34,GameEventDAO.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,49.0,49.0
35,GameServerManager.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,184.0,184.0
36,StatisticsMBean.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
37,Statistics.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
38,MessageS2CChooseCharacterNACK.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
39,MessageSendByteArray.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
40,DBCommandWithCallback.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
41,StoreCharacterCommand.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
42,MessageS2CTransferREQ.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,58.0,58.0
43,LogoutHandler.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
44,MessageC2SLoginSendPromise.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
45,CreateCharacterHandler.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
46,TransferContent.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
47,DelayedEventHandler.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
48,SecuredLoginHandler.java,squid:S1118,MAJOR,SonarQube,CODE_SMELL,158.0,158.0
49,MessageS2CLoginNACK.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
50,MessageS2CCreateCharacterNACK.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
51,DisconnectHandler.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
52,MessageC2SLoginRequestKey.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
53,SendCharacterListHandler.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
54,MessageHandler.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
55,MessageS2CCharacterList.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
56,MessageS2CLoginMessageNACK.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
57,GameScript.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
58,GameScript.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,64.0,64.0
59,GameScript.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,101.0,101.0
60,MessageS2CInvalidMessage.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
