,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,Chunk.xToOffset,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
1,WorkThread.abortCurrentRequest,Call to an inherently dangerous function,Low,CoverityScan,NaN,0.0,0.0
2,MiscUtilities$VarCompressor.MiscUtilities$VarCompressor,Nesting level does not match indentation,Medium,CoverityScan,NaN,0.0,0.0
3,DockableWindowManager$KeyHandler.keyTyped,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
4,VFSBrowser.propertiesChanged,Identical code for different branches,Medium,CoverityScan,NaN,0.0,0.0
5,CodeWriter.addSuccessor,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
6,VFS.copy,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
7,DockableWindowManager$KeyHandler.keyTyped,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
8,BshClassPath.add,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
9,TextAreaPainter.getPreferredSize,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
10,FileVFS.recursiveDelete,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
11,BufferPrinter1_4.savePrintSpec,Resource leak,High,CoverityScan,NaN,0.0,0.0
12,jEdit.main,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
13,PluginJAR.load,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
14,XmlParser.parseElement,Failure to restore non-local value,Medium,CoverityScan,NaN,0.0,0.0
15,IOUtilities.fileLength,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
16,StandaloneTextArea.propertiesChanged,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
17,BufferIORequest.getFirstGuiltyCharacterIndex,Resource leak,High,CoverityScan,NaN,0.0,0.0
18,AbstractInputHandler.removeKeyBinding,Value not atomically updated,Medium,CoverityScan,NaN,0.0,0.0
19,dir.invoke,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
20,RegisterChanged.getRegisterValue,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
21,InstallPanel$PluginTableModel.setValueAt,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
22,Gutter.getPreferredSize,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
23,PositionManager$PosBottomHalf.compareTo,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
24,ClassManagerImpl.classForName,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
25,BufferHistory.save,Use of freed resources,Medium,CoverityScan,NaN,0.0,0.0
26,FileRootsVFS.listRoots,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
27,PropertiesBean.load,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
28,AbstractInputHandler.addKeyBinding,Value not atomically updated,Medium,CoverityScan,NaN,0.0,0.0
29,HelpViewer.gotoURL,Dereference before null check,Medium,CoverityScan,NaN,0.0,0.0
30,InputHandler._preprocessKeyEvent,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
31,Buffer.calculateHash,Risky cryptographic hashing function,Medium,CoverityScan,NaN,0.0,0.0
32,ManagePanel.loadPluginSet,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
33,StandardUtilities.globToRE,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
34,SearchAndReplace.hyperSearch,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
35,PluginList.readPluginList,Unintentional integer overflow,Medium,CoverityScan,NaN,0.0,0.0
36,XmlParser.detectEncoding,Unchecked return value,Medium,CoverityScan,NaN,0.0,0.0
37,CompleteWord$Words.getCellRenderer,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
38,jEdit.main,Unchecked return value,Medium,CoverityScan,NaN,0.0,0.0
39,TextUtilities.findMatchingBracket,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
40,InstallPanel$InstallButton.actionPerformed,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
41,SplashScreen.advance,Indefinite wait,High,CoverityScan,NaN,0.0,0.0
42,DiscreteFilesClassLoader.findClass,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
43,JEditKillRing.save,Use of freed resources,Medium,CoverityScan,NaN,0.0,0.0
44,ClassGeneratorImpl.generateClassImpl,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
45,ManagePanel$HeaderMouseHandler$CleanupActionListener.actionPerformed,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
46,MiscUtilities.constructPath,Dereference before null check,Medium,CoverityScan,NaN,0.0,0.0
47,XmlParser.pushURL,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
48,jEdit.main,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
49,WorkThreadPool.doAWTRequests,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
50,XmlParser.detectEncoding,Ignoring number of bytes read,Medium,CoverityScan,NaN,0.0,0.0
51,PerspectiveManager.savePerspective,Use of freed resources,Medium,CoverityScan,NaN,0.0,0.0
52,WorkThreadPool.doAWTRequest,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
53,jEdit.main,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
54,PluginManagerProgress$WindowHandler.windowClosing,Call to an inherently dangerous function,Low,CoverityScan,NaN,0.0,0.0
55,LHS.assign,Dereference before null check,Medium,CoverityScan,NaN,0.0,0.0
56,Name.invokeMethod,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
57,Log._logException,Resource leak,High,CoverityScan,NaN,0.0,0.0
58,HyperSearchResults$ResultTreeTransferHandler.exportToClipboard,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
59,BshClassPath.traverseDirForClassesAux,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
60,InstallPanel$Entry.InstallPanel$Entry,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
61,PluginList$Plugin.install,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
62,Buffer.getIndex,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
63,jEdit.main,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
64,ModeCatalogHandler.startElement,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
65,jEdit.getLastBuffer,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
66,jEdit.getPlugin,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
67,ExtendedGridLayout.getSize,Copy-paste error,Medium,CoverityScan,NaN,0.0,0.0
68,OptionsDialog.addOptionPane,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
69,WorkThread.doRequests,Indefinite wait,High,CoverityScan,NaN,0.0,0.0
70,JARClassLoader._loadClass,Resource leak,High,CoverityScan,NaN,0.0,0.0
