,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,MappingLexer.mWS,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
1,JRBaseElement.getEventSupport,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
2,JRDesignHyperlinkParameter.getEventSupport,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
3,JRXlsDataSource.JRXlsDataSource,Resource leak,High,CoverityScan,NaN,0.0,0.0
4,JRDesignPieSeries.getEventSupport,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
5,JRClassLoader.loadClassFromBytes,DP: Use doPrivileged,Low,CoverityScan,NaN,0.0,0.0
6,JRStyleResolver.isBlankWhenNull,NP: Null pointer dereference,Low,CoverityScan,NaN,0.0,0.0
7,,UrF: Unread field,Low,CoverityScan,NaN,0.0,0.0
8,JRAbstractCompiler.getSourceFile,Insecure random value used in security context,Medium,CoverityScan,NaN,0.0,0.0
9,JRClassLoader.loadClassFromFile,DP: Use doPrivileged,Low,CoverityScan,NaN,0.0,0.0
10,JRAntXmlExportTask.export,RV: Bad use of return value,Low,CoverityScan,NaN,0.0,0.0
11,JExcelApiExporter$StyleInfo.equals,NP: Null pointer dereference,Low,CoverityScan,NaN,0.0,0.0
12,JRCrosstabFactory.createObject,Copy-paste error,Medium,CoverityScan,NaN,0.0,0.0
13,JRXmlExporter.exportReportToFile,RV: Bad use of return value,Low,CoverityScan,NaN,0.0,0.0
14,JRDateLocaleConverter.parse,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
15,JRXmlssExporter.exportText,Dereference before null check,Medium,CoverityScan,NaN,0.0,0.0
16,ListComponentCompiler.verify,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
17,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
18,JRDesignTimeSeries.getEventSupport,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
19,JasperPrint.getFontsMap,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
20,StandardBarbecueComponent.getEventSupport,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
21,FileBufferedOutputStream.writeData,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
22,JasperPrint.getOriginsMap,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
23,JExcelApiExporter$BoxStyle.equals,NP: Null pointer dereference,Low,CoverityScan,NaN,0.0,0.0
24,JRDesignItemLabel.getEventSupport,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
25,JRFileVirtualizer.pageIn,Insecure random value used in security context,Medium,CoverityScan,NaN,0.0,0.0
26,TextMeasurer.renderParagraph,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
27,JRBaseScriptlet.getEventSupport,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
28,JRStyleResolver.isStrikeThrough,NP: Null pointer dereference,Low,CoverityScan,NaN,0.0,0.0
29,JasperPrint.getPages,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
30,JRAntCompileTask.execute,DP: Use doPrivileged,Low,CoverityScan,NaN,0.0,0.0
31,DataMapping$EmptyIt.next,It: Incorrect definition of Iterator,Low,CoverityScan,NaN,0.0,0.0
32,JRDesignCrosstabBucket.getEventSupport,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
33,JRBasePen.getEventSupport,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
