,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,InstructionSequenceConstants.main,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
1,MappingPrinter.visitProgramClass,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
2,Stack.toString,Value not atomically updated,Medium,CoverityScan,NaN,0.0,0.0
3,UpToDateChecker$ModificationTimeChecker.updateModificationTime,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
4,MemberSpecificationsPanel$3.actionPerformed,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
5,MemberDescriptorSpecializer.visitProgramMethod,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
6,ClassSpecificationsPanel$2.actionPerformed,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
7,TracedVariables.toString,Value not atomically updated,Medium,CoverityScan,NaN,0.0,0.0
8,ProGuardGUI.setCommonPreferredSize,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
9,DirectoryPump.readFiles,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
10,TracedStack.toString,Value not atomically updated,Medium,CoverityScan,NaN,0.0,0.0
11,EvaluationSimplifier.replaceByInfiniteLoop,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
12,EvaluationSimplifier.replaceInstruction,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
13,DuplicateInitializerFixer.visitProgramMethod,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
14,MemberDescriptorSpecializer.visitProgramField,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
15,OutputWriter.writeOutput,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
16,Variables.toString,Value not atomically updated,Medium,CoverityScan,NaN,0.0,0.0
17,DynamicMemberReferenceInitializer.visitAnyInstruction,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
18,ParticularLongValue.hashCode,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
19,EvaluationShrinker.insertPopInstructions,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
20,ShortestUsageMark.toString,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
21,EvaluationShrinker$MyStackConsistencyFixer.visitSimpleInstruction,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
22,ParticularIntegerValue.hashCode,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
23,TracedVariables.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,185.0,185.0
24,InstructionOffsetValue.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,291.0,291.0
25,ParticularDoubleValue.java,squid:S1244,CRITICAL,SonarQube,BUG,186.0,186.0
26,ParticularFloatValue.java,squid:S1244,CRITICAL,SonarQube,BUG,186.0,186.0
27,SpecificValueFactory.java,squid:S1244,CRITICAL,SonarQube,BUG,81.0,81.0
28,SpecificValueFactory.java,squid:S1244,CRITICAL,SonarQube,BUG,84.0,84.0
29,SpecificValueFactory.java,squid:S1244,CRITICAL,SonarQube,BUG,92.0,92.0
30,ClassPathPanel.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,421.0,421.0
31,ProgramClassReader.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,819.0,819.0
32,MemberSpecificationDialog.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,378.0,378.0
