,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,Table.insertSys,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
1,ParserDQL.readRow,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
2,Server.releaseDatabase,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
3,NumberSequence.getIncrement,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
4,TransactionManagerMV2PL.getGlobalChangeTimestamp,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
5,Expression.getDegree,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
6,RowAction.isDeleted,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
7,StatementSchema.dropTable,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
8,ValidatingResourceBundle.validate,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
9,RowAction.setAsNoOp,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
10,DataFileCache.setFileModified,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
11,ScriptWriterBase.openFile,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
12,JDBCPreparedStatement.performPreExecute,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
13,IntervalType.convertToDefaultType,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
14,TriggerDef.popPair,Data race condition,Medium,CoverityScan,NaN,0.0,0.0
15,JDBCSavepoint.getSavepointId,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
16,Types.getParameterSQLType,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
17,NumberSequence.setDefaults,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
18,RowStoreAVL.moveData,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
19,RowAction.setAsNoOp,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
20,HsqlTimer$TaskQueue.cancelAllTasks,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
21,Result.newResult,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
22,TriggerDef.pushPair,Data race condition,Medium,CoverityScan,NaN,0.0,0.0
23,Routine.newRoutine,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
24,Cache.getTotalCachedBlockSize,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
25,IndexAVLMemory.insert,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
26,ParserRoutine.compileSQLProcedureStatementOrNull,Missing break in switch,Medium,CoverityScan,NaN,0.0,0.0
27,TransactionManagerMVCC.commitTransaction,Check of thread-shared field evades lock acquisition,High,CoverityScan,NaN,0.0,0.0
28,LockFile.LockFile,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
29,ParserDDL.compileRightGrantOrRevoke,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
30,RowAction.RowAction,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
31,CodeSwitcher.writeFileLines,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
32,RowAction.RowAction,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
33,NumberSequence.setDefaults,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
34,HsqlByteArrayOutputStream.HsqlByteArrayOutputStream,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
35,ScaledRAFile.read,Unchecked return value,Medium,CoverityScan,NaN,0.0,0.0
36,RowAction.isDeleted,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
37,LobManager.compareText,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
38,ParserDML.readSetClauseList,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
39,LobManager.compare,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
40,TransactionManagerCommon.finaliseRows,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
41,QuerySpecification.createResultTable,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
42,MD5.digest,Risky cryptographic hashing function,Medium,CoverityScan,NaN,0.0,0.0
43,TableWorks.addForeignKey,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
44,TextTable.insertData,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
45,ParserDQL.XreadContextuallyTypedTable,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
46,RowAction.setAsNoOp,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
47,JDBCStatementBase.getGeneratedResultSet,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
48,CodeSwitcher.main,Resource leak,High,CoverityScan,NaN,0.0,0.0
49,Result.newResult,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
50,LobManager.copyBlockSet,Copy-paste error,Medium,CoverityScan,NaN,0.0,0.0
51,StatementCommand.StatementCommand,Missing break in switch,Medium,CoverityScan,NaN,0.0,0.0
52,HsqlProperties.save,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
53,DataFileCache.getFromFile,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
54,SchemaManager.setIndexRoots,Dereference before null check,Medium,CoverityScan,NaN,0.0,0.0
55,ScriptRunner.runScript,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
56,CodeSwitcher.getFileLines,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
57,JDBCConnection.nativeSQL,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
58,HsqlSocketFactory.getSSLImpl,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
59,StatementSchema.StatementSchema,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
60,TransactionManagerMV2PL.addInsertAction,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
61,FileArchiver.unarchive,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
62,Database.closeIfLast,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
63,Expression.getValue,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
64,ScriptRunner.runScript,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
65,SessionData.registerLobsForRow,Value not atomically updated,Medium,CoverityScan,NaN,0.0,0.0
66,JDBCDatabaseMetaData.execute,Resource leak,High,CoverityScan,NaN,0.0,0.0
67,ParserDQL.XreadCharacterPrimary,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
68,RowAction.setAsNoOp,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
69,TransactionManagerCommon.persistCommit,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
