,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
1,FloatPrimitiveValueSemanticsProvider.FloatPrimitiveValueSemanticsProvider,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
2,XViewer.paint,Useless call,Medium,CoverityScan,NaN,0.0,0.0
3,CopyXmlObjectStore.copyAllFiles,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
4,PersistentObjectMapping.equals,Eq: Problems with implementation of equals(),Low,CoverityScan,NaN,0.0,0.0
5,SocketServerMonitor.handleRequest,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
6,JavaIntrospector.JavaIntrospector,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
7,JavaSqlTimeStampValueSemanticsProvider.JavaSqlTimeStampValueSemanticsProvider,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
8,InstallerVersion.findVersion,Resource leak,High,CoverityScan,NaN,0.0,0.0
9,ServerFacadeLogger.getObject,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
10,SystemPrinter.printDiagnostics,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
11,DebugOptions$5$1.debugData,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
12,PersistenceSessionAbstract.createInstance,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
13,PersistenceSessionAbstract.wrap,WMI: Inefficient Map Iterator,Low,CoverityScan,NaN,0.0,0.0
14,SnapshotWriter.SnapshotWriter,RV: Bad use of return value,Low,CoverityScan,NaN,0.0,0.0
15,DateValueSemanticsProvider.DateValueSemanticsProvider,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
16,PersistenceSessionProxy$3.execute,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
17,Dump.simpleObject,BC: Bad casts of object references,Low,CoverityScan,NaN,0.0,0.0
18,NakedObjectsSystemAbstract.debugListContexts,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
19,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
20,ResourceServlet.processRequest,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
21,Identifier.toParameterStringArray,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
22,Memento.recreateReference,DLS: Dead local store,Low,CoverityScan,NaN,0.0,0.0
23,SocketsViewerAbstract.shutdown,Bad choice of lock object,High,CoverityScan,NaN,0.0,0.0
24,,UrF: Unread field,Low,CoverityScan,NaN,0.0,0.0
25,PopupMenu.draw,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
