,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,LightServer.shadingCache,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
1,Bitmap.Bitmap,Unchecked return value,Medium,CoverityScan,NaN,0.0,0.0
2,FileMesh.tesselate,Resource leak,High,CoverityScan,NaN,0.0,0.0
3,ImagePanel.save,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
4,FileMesh.tesselate,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
5,Bitmap.saveTGA,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
6,FastDisplay.imageUpdate,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
7,ProgressiveRenderer.render,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
8,TriParser.parse,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
9,Bitmap.Bitmap,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
10,SunflowGUI$25.run,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
11,SunflowGUI.openFile,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
12,FastDisplay.imageFill,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
13,SCParser.parseShader,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
14,GridPhotonMap.init,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
15,QuadMesh.writeObj,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
16,Bitmap.Bitmap,Ignoring number of bytes read,Medium,CoverityScan,NaN,0.0,0.0
17,UI.set,Unguarded write,Medium,CoverityScan,NaN,0.0,0.0
18,Bitmap.saveHDR,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
19,SunflowAPI.parse,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
20,Texture.getBitmap,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
21,SunflowGUI.saveCurrentFile,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
22,BezierMesh.tesselate,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
23,RA3Parser.parse,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
24,Benchmark.Benchmark,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
25,HilbertBucketOrder.getBucketSequence,Bad bit shift operation,Medium,CoverityScan,NaN,0.0,0.0
26,TriangleMesh$BakingSurface.prepareShadingState,Dereference before null check,Medium,CoverityScan,NaN,0.0,0.0
27,Bitmap.Bitmap,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
28,SCParser.parseObjectBlock,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
29,CausticPhotonMap.init,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
30,Parser.getNextCodeBlock,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
31,Texture.getBitmap,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
