,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,HTMLInsElement.jsxGet_cite,ES: Checking String equality using == or !=,Low,CoverityScan,NaN,0.0,0.0
1,,Eq: Problems with implementation of equals(),Low,CoverityScan,NaN,0.0,0.0
2,HTMLTableCellElement.jsxSet_rowSpan,Bx: Questionable Boxing of primitive value,Low,CoverityScan,NaN,0.0,0.0
3,HTMLIFrameElement.jsxGet_border,ES: Checking String equality using == or !=,Low,CoverityScan,NaN,0.0,0.0
4,HtmlElement.fireHtmlAttributeAdded,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
5,XMLDocument.jsxFunction_loadXML,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
6,HtmlUnitRegExpProxy.isEscaped,IM: Questionable integer math,Low,CoverityScan,NaN,0.0,0.0
7,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
8,EventHandler.getDefaultValue,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
9,HTMLQuoteElement.jsxGet_dateTime,ES: Checking String equality using == or !=,Low,CoverityScan,NaN,0.0,0.0
10,HTMLAreaElement.jsxGet_alt,ES: Checking String equality using == or !=,Low,CoverityScan,NaN,0.0,0.0
11,HTMLDocument.jsxGet_body,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
12,HTMLImageElement.jsxGet_alt,ES: Checking String equality using == or !=,Low,CoverityScan,NaN,0.0,0.0
13,CSSStyleDeclaration$StyleElement.compareTo,Eq: Problems with implementation of equals(),Low,CoverityScan,NaN,0.0,0.0
14,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
15,StorageList.get,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
16,UrlFetchWebConnection.getResponse,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
17,HTMLImageElement.jsxGet_border,ES: Checking String equality using == or !=,Low,CoverityScan,NaN,0.0,0.0
18,,UwF: Unwritten field,Medium,CoverityScan,NaN,0.0,0.0
19,Event.endFire,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
20,TreeWalker.getPreviousNode,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
21,HtmlPage.getTabbableElements,RC: Questionable use of reference equality rather than calling equals,Low,CoverityScan,NaN,0.0,0.0
22,HTMLObjectElement.jsxGet_border,ES: Checking String equality using == or !=,Low,CoverityScan,NaN,0.0,0.0
23,HTMLDelElement.jsxGet_dateTime,ES: Checking String equality using == or !=,Low,CoverityScan,NaN,0.0,0.0
24,DebuggingWebConnection.appendToJSFile,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
25,JavaScriptEngine$FallbackCaller.get,Missing call to superclass,Medium,CoverityScan,NaN,0.0,0.0
26,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
27,JavaScriptJobManagerImpl.runSingleJob,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
28,Attachment.getSuggestedFilename,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
