,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,HibernateUtil.deleteObject,Resource leak,High,CoverityScan,NaN,0.0,0.0
1,ChannelSearcher.search,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
2,OPMLParser.parse,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
3,Image.hashCode,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
4,FileUtils.compare,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
5,PersistChanGrpMgr.deleteGroup,Check of thread-shared field evades lock acquisition,High,CoverityScan,NaN,0.0,0.0
6,Atom_1_0_Parser.getAuthorString,SBSC: String concatenation in loop using + operator,Low,CoverityScan,NaN,0.0,0.0
7,ChannelRegistry.getUpdateInfo,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
8,,SIC: Inner class could be made static,Low,CoverityScan,NaN,0.0,0.0
9,CacheSettings.setDefaultTtl,EC: Comparing incompatible types for equality,Medium,CoverityScan,NaN,0.0,0.0
10,Atom030Settings.getTtl,Unintentional integer overflow,Medium,CoverityScan,NaN,0.0,0.0
11,PersistChanGrpMgr.notifyChannels,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
12,ParserUtils.formatDate,STCAL: Static use of type Calendar or DateFormat,Medium,CoverityScan,NaN,0.0,0.0
13,,Eq: Problems with implementation of equals(),Low,CoverityScan,NaN,0.0,0.0
14,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
15,Scheduler.rescheduleChannel,Unguarded read,Medium,CoverityScan,NaN,0.0,0.0
16,FeedManagerEntry.updateChannel,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
17,RSS200Settings.getTtl,Unintentional integer overflow,Medium,CoverityScan,NaN,0.0,0.0
18,FileUtils.copyFile,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
19,RSS_2_0_Parser.parse,Value not atomically updated,Medium,CoverityScan,NaN,0.0,0.0
20,ChannelRegistry.getScheduledUpdateTime,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
21,PersistChanGrpMgrTask.run,NN: Naked notify,Medium,CoverityScan,NaN,0.0,0.0
22,OPML_1_1_Parser.parse,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
23,ParserUtils.getDateOLD,STCAL: Static use of type Calendar or DateFormat,Medium,CoverityScan,NaN,0.0,0.0
24,NonCachingPersistenceManager.addChannelToGroup,Useless call,Medium,CoverityScan,NaN,0.0,0.0
25,ChannelRegistry.deactivateChannel,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
26,,Se: Incorrect definition of Serializable class,Low,CoverityScan,NaN,0.0,0.0
27,ChannelRegistry.isActiveChannel,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
28,PersistChanGrpMgrTask.performUpdates,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
29,HibernateUtil.updateObject,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
30,FileUtils.compare,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
31,PersistChanGrpMgr.createGroup,Check of thread-shared field evades lock acquisition,High,CoverityScan,NaN,0.0,0.0
32,RSS_1_0_Exporter.write,STCAL: Static use of type Calendar or DateFormat,Medium,CoverityScan,NaN,0.0,0.0
33,,Eq: Problems with implementation of equals(),Low,CoverityScan,NaN,0.0,0.0
34,HibernateUtil.saveObject,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
35,RSS_0_91_Parser.parse,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
36,ChannelRegistry.activateChannel,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
37,PersistChanGrpMgr.deActivate,Dereference after null check,Medium,CoverityScan,NaN,0.0,0.0
38,HibernateUtil.saveObject,Resource leak,High,CoverityScan,NaN,0.0,0.0
39,HibernateUtil.updateObject,Resource leak,High,CoverityScan,NaN,0.0,0.0
40,FormatDetector.getRootElement,Dm: Dubious method used,Low,CoverityScan,NaN,0.0,0.0
