,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
0,CounterTag.doStartTag,Exception not thrown,Medium,CoverityScan,NaN,0.0,0.0
1,JagTreeModelListener.treeNodesChanged,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
2,JagGenerator.entityHasupdatedTableName,Using invalid iterator,Medium,CoverityScan,NaN,0.0,0.0
3,JApplicationGen.createOutputStructure,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
4,RecentMenu.getRecentFiles,Resource leak,High,CoverityScan,NaN,0.0,0.0
5,UML2JagGenerator.createContainerManagedRelations,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
6,LibCopier.copy,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
7,Config.setTemplate,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
8,RecentMenu.loadRecentList,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
9,DatabaseUtils.getTables,Resource leak,High,CoverityScan,NaN,0.0,0.0
10,RelationPanel.updateFieldName,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
11,RequestUtil.lookupCollection,Unused value,Low,CoverityScan,NaN,0.0,0.0
12,SkeletValidator.validateSkelet,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
13,RecentMenu.loadRecentList,Using invalid iterator,Medium,CoverityScan,NaN,0.0,0.0
14,JagGenerator.businessMethodButtonActionPerformed,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
15,GenericJdbcManager.GenericJdbcManager,Resource leak,High,CoverityScan,NaN,0.0,0.0
16,JagGenerator.deleteMenuItemActionPerformed,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
17,AbsoluteLayout.layoutContainer,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
18,TemplateStructureFactory.createTag,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
19,Field.isSequenceField,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
20,Diff.bestMatch,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
21,RelationPanel.initValues,Indefinite wait,High,CoverityScan,NaN,0.0,0.0
22,VelocityTemplateEngine.createOutputFiles,Dereference before null check,Medium,CoverityScan,NaN,0.0,0.0
23,RecentMenu.createTmpProperties,Resource leak,High,CoverityScan,NaN,0.0,0.0
24,DatabaseUtils.getColumns,Missing break in switch,Medium,CoverityScan,NaN,0.0,0.0
25,UML2JagGenerator.createContainerManagedRelations,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
26,DatabaseUtils.getForeignKeys,Resource leak,High,CoverityScan,NaN,0.0,0.0
27,RecentMenu.createPropertiesFile,Resource leak,High,CoverityScan,NaN,0.0,0.0
28,Field.getDatasource,Structurally dead code,Medium,CoverityScan,NaN,0.0,0.0
29,Utils.initCap,Dereference before null check,Medium,CoverityScan,NaN,0.0,0.0
30,TagEngine.getTagProcess,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
31,LibCopier.copy,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
32,ConfigManager.saveDatabaseDriversClasspath,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
33,JagGenerator.newRelationMenuItemActionPerformed,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
34,TagEngine.pushBodyContent,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
35,Jag2UMLGenerator.generateXMI,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
36,DatabaseUtils.getColumns,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
37,Session.addButtonActionPerformed,Logically dead code,Medium,CoverityScan,NaN,0.0,0.0
38,GenericJdbcManager.GenericJdbcManager,Resource leak,High,CoverityScan,NaN,0.0,0.0
39,Diff.reportLineGroup,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
40,UML2JagGenerator.generateXML,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
41,VelocityTemplateEngine.process,Explicit null dereferenced,Medium,CoverityScan,NaN,0.0,0.0
42,UML2JagGenerator.generateXML,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
43,RecentMenu.saveRecentFileList,Resource leak,High,CoverityScan,NaN,0.0,0.0
44,JagGenerator.save,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
45,RecentMenu.addToRecentList,Dereference null return value,Medium,CoverityScan,NaN,0.0,0.0
46,ConfigManager.save,Resource leak on an exceptional path,Low,CoverityScan,NaN,0.0,0.0
