className,locations,isSameFile,severity,filename,startLine,endLine,weight,guidelineWeight,isSnoozed
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/java/edu/umd/cs/findbugs/gui/AboutDialog.java', 'startLine': 93, 'endLine': 180, 'weight': 58, 'guidelineWeight': 0, 'name': 'AboutDialog.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/java5/edu/umd/cs/findbugs/gui2/AboutDialog.java', 'startLine': 95, 'endLine': 182, 'weight': 58, 'guidelineWeight': 0, 'name': 'AboutDialog.java', 'isSnoozed': False}]",False,VERY_HIGH,src/java/edu/umd/cs/findbugs/gui/AboutDialog.java,0,0,58,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/java/edu/umd/cs/findbugs/detect/FindNullDeref.java', 'startLine': 1502, 'endLine': 1571, 'weight': 50, 'guidelineWeight': 0, 'name': 'FindNullDeref.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/java/edu/umd/cs/findbugs/detect/NoiseNullDeref.java', 'startLine': 446, 'endLine': 515, 'weight': 50, 'guidelineWeight': 0, 'name': 'NoiseNullDeref.java', 'isSnoozed': False}]",False,VERY_HIGH,src/java/edu/umd/cs/findbugs/detect/FindNullDeref.java,0,0,50,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/java/edu/umd/cs/findbugs/gui/AboutDialog.java', 'startLine': 196, 'endLine': 248, 'weight': 32, 'guidelineWeight': 0, 'name': 'AboutDialog.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/java5/edu/umd/cs/findbugs/gui2/AboutDialog.java', 'startLine': 197, 'endLine': 249, 'weight': 32, 'guidelineWeight': 0, 'name': 'AboutDialog.java', 'isSnoozed': False}]",False,VERY_HIGH,src/java/edu/umd/cs/findbugs/gui/AboutDialog.java,0,0,32,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/java/edu/umd/cs/findbugs/ba/Hierarchy.java', 'startLine': 311, 'endLine': 343, 'weight': 22, 'guidelineWeight': 0, 'name': 'Hierarchy.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/java/edu/umd/cs/findbugs/ba/Hierarchy2.java', 'startLine': 96, 'endLine': 128, 'weight': 22, 'guidelineWeight': 0, 'name': 'Hierarchy2.java', 'isSnoozed': False}]",False,VERY_HIGH,src/java/edu/umd/cs/findbugs/ba/Hierarchy.java,0,0,22,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/java/edu/umd/cs/findbugs/detect/FindNullDeref.java', 'startLine': 194, 'endLine': 223, 'weight': 22, 'guidelineWeight': 0, 'name': 'FindNullDeref.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/java/edu/umd/cs/findbugs/detect/NoiseNullDeref.java', 'startLine': 178, 'endLine': 207, 'weight': 22, 'guidelineWeight': 0, 'name': 'NoiseNullDeref.java', 'isSnoozed': False}]",False,VERY_HIGH,src/java/edu/umd/cs/findbugs/detect/FindNullDeref.java,0,0,22,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/java/edu/umd/cs/findbugs/gui/FindBugsFrame.java', 'startLine': 3696, 'endLine': 3729, 'weight': 21, 'guidelineWeight': 0, 'name': 'FindBugsFrame.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/java5/edu/umd/cs/findbugs/gui2/GUI2CommandLine.java', 'startLine': 52, 'endLine': 84, 'weight': 21, 'guidelineWeight': 0, 'name': 'GUI2CommandLine.java', 'isSnoozed': False}]",False,VERY_HIGH,src/java/edu/umd/cs/findbugs/gui/FindBugsFrame.java,0,0,21,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/java/edu/umd/cs/findbugs/detect/FindNonSerializableStoreIntoSession.java', 'startLine': 63, 'endLine': 86, 'weight': 20, 'guidelineWeight': 0, 'name': 'FindNonSerializableStoreIntoSession.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/java/edu/umd/cs/findbugs/detect/FindNonSerializableValuePassedToWriteObject.java', 'startLine': 59, 'endLine': 82, 'weight': 20, 'guidelineWeight': 0, 'name': 'FindNonSerializableValuePassedToWriteObject.java', 'isSnoozed': False}]",False,VERY_HIGH,src/java/edu/umd/cs/findbugs/detect/FindNonSerializableStoreIntoSession.java,0,0,20,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/java/edu/umd/cs/findbugs/DiscoverSourceDirectories.java', 'startLine': 372, 'endLine': 403, 'weight': 18, 'guidelineWeight': 0, 'name': 'DiscoverSourceDirectories.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/java5/edu/umd/cs/findbugs/gui2/SourceDirectoryWizard.java', 'startLine': 261, 'endLine': 286, 'weight': 18, 'guidelineWeight': 0, 'name': 'SourceDirectoryWizard.java', 'isSnoozed': False}]",False,VERY_HIGH,src/java/edu/umd/cs/findbugs/DiscoverSourceDirectories.java,0,0,18,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/java/edu/umd/cs/findbugs/detect/CallToUnsupportedMethod.java', 'startLine': 62, 'endLine': 81, 'weight': 18, 'guidelineWeight': 0, 'name': 'CallToUnsupportedMethod.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/java/edu/umd/cs/findbugs/detect/FindBadCast2.java', 'startLine': 87, 'endLine': 106, 'weight': 18, 'guidelineWeight': 0, 'name': 'FindBadCast2.java', 'isSnoozed': False}]",False,VERY_HIGH,src/java/edu/umd/cs/findbugs/detect/CallToUnsupportedMethod.java,0,0,18,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/java/edu/umd/cs/findbugs/detect/FindNullDeref.java', 'startLine': 970, 'endLine': 994, 'weight': 18, 'guidelineWeight': 0, 'name': 'FindNullDeref.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/java/edu/umd/cs/findbugs/detect/NoiseNullDeref.java', 'startLine': 354, 'endLine': 378, 'weight': 18, 'guidelineWeight': 0, 'name': 'NoiseNullDeref.java', 'isSnoozed': False}]",False,VERY_HIGH,src/java/edu/umd/cs/findbugs/detect/FindNullDeref.java,0,0,18,0,False
