className,category,severity,filename,startLine,endLine,lineRanges,weight,guidelineWeight,name,isSnoozed
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,samples/dom/DOMAddLines.java,1,0,"[{'startLine': 58, 'endLine': 58}, {'startLine': 188, 'endLine': 188}, {'startLine': 201, 'endLine': 201}]",3,3,DOMAddLines.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,samples/dom/Writer.java,1,0,"[{'startLine': 68, 'endLine': 68}, {'startLine': 71, 'endLine': 71}, {'startLine': 361, 'endLine': 361}]",3,3,Writer.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,samples/dom/GetElementsByTagName.java,1,0,"[{'startLine': 48, 'endLine': 48}, {'startLine': 51, 'endLine': 51}, {'startLine': 54, 'endLine': 54}, {'startLine': 57, 'endLine': 57}, {'startLine': 60, 'endLine': 60}, {'startLine': 63, 'endLine': 63}, {'startLine': 66, 'endLine': 66}, {'startLine': 69, 'endLine': 69}, {'startLine': 72, 'endLine': 72}, {'startLine': 75, 'endLine': 75}]",10,10,GetElementsByTagName.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,samples/dom/Counter.java,1,0,"[{'startLine': 59, 'endLine': 59}, {'startLine': 62, 'endLine': 62}, {'startLine': 65, 'endLine': 65}, {'startLine': 68, 'endLine': 68}, {'startLine': 71, 'endLine': 71}, {'startLine': 74, 'endLine': 74}, {'startLine': 77, 'endLine': 77}, {'startLine': 80, 'endLine': 80}, {'startLine': 83, 'endLine': 83}, {'startLine': 86, 'endLine': 86}, {'startLine': 220, 'endLine': 220}]",11,11,Counter.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,samples/dom/DOM3.java,1,0,"[{'startLine': 94, 'endLine': 95}, {'startLine': 112, 'endLine': 112}, {'startLine': 128, 'endLine': 128}]",3,3,DOM3.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,src/org/apache/xerces/impl/dv/xs/SchemaDVFactoryImpl.java,1,0,"[{'startLine': 46, 'endLine': 46}]",1,1,SchemaDVFactoryImpl.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,src/org/apache/xerces/dom/CoreDocumentImpl.java,1,0,"[{'startLine': 91, 'endLine': 91}]",1,1,CoreDocumentImpl.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,src/org/apache/xerces/jaxp/SAXParserImpl.java,1,0,"[{'startLine': 385, 'endLine': 385}, {'startLine': 422, 'endLine': 422}, {'startLine': 445, 'endLine': 445}, {'startLine': 520, 'endLine': 520}]",4,4,SAXParserImpl.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,src/org/apache/xerces/impl/xs/XSConstraints.java,1,0,"[{'startLine': 1150, 'endLine': 1150}]",1,1,XSConstraints.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,src/org/apache/xerces/impl/xs/traversers/XSDHandler.java,1,0,"[{'startLine': 2732, 'endLine': 2732}, {'startLine': 2752, 'endLine': 2752}]",2,2,XSDHandler.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,src/org/apache/xerces/jaxp/validation/ValidatorHandlerImpl.java,1,0,"[{'startLine': 965, 'endLine': 965}, {'startLine': 966, 'endLine': 966}, {'startLine': 976, 'endLine': 976}]",3,3,ValidatorHandlerImpl.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,src/org/apache/xerces/jaxp/validation/XMLSchemaValidatorComponentManager.java,1,0,"[{'startLine': 271, 'endLine': 271}]",1,1,XMLSchemaValidatorComponentManager.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,src/org/apache/xerces/jaxp/datatype/XMLGregorianCalendarImpl.java,1,0,"[{'startLine': 1190, 'endLine': 1190}]",1,1,XMLGregorianCalendarImpl.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,src/org/apache/xerces/impl/XMLScanner.java,1,0,"[{'startLine': 435, 'endLine': 435}]",1,1,XMLScanner.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,src/org/apache/xerces/impl/xs/XMLSchemaLoader.java,1,0,"[{'startLine': 949, 'endLine': 949}, {'startLine': 1031, 'endLine': 1031}]",2,2,XMLSchemaLoader.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,src/org/apache/xerces/jaxp/datatype/DurationImpl.java,1,0,"[{'startLine': 174, 'endLine': 174}, {'startLine': 318, 'endLine': 318}, {'startLine': 508, 'endLine': 508}, {'startLine': 519, 'endLine': 519}, {'startLine': 530, 'endLine': 530}, {'startLine': 556, 'endLine': 556}, {'startLine': 601, 'endLine': 601}, {'startLine': 628, 'endLine': 628}]",8,8,DurationImpl.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,src/org/apache/xerces/dom/AttrImpl.java,1,0,"[{'startLine': 72, 'endLine': 72}]",1,1,AttrImpl.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,src/org/apache/xerces/stax/events/EntityDeclarationImpl.java,1,0,"[{'startLine': 87, 'endLine': 87}, {'startLine': 95, 'endLine': 95}]",2,2,EntityDeclarationImpl.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,src/org/apache/xerces/impl/dtd/XMLDTDValidator.java,1,0,"[{'startLine': 1960, 'endLine': 1960}, {'startLine': 2062, 'endLine': 2062}]",2,2,XMLDTDValidator.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,samples/jaxp/ParserAPIUsage.java,1,0,"[{'startLine': 222, 'endLine': 222}]",1,1,ParserAPIUsage.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,samples/ui/TreeView.java,1,0,"[{'startLine': 704, 'endLine': 704}]",1,1,TreeView.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,samples/xni/SecuritySupport.java,1,0,"[{'startLine': 46, 'endLine': 46}, {'startLine': 72, 'endLine': 72}]",2,2,SecuritySupport.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,samples/dom/Writer.java,1,0,"[{'startLine': 457, 'endLine': 457}, {'startLine': 679, 'endLine': 679}]",2,2,Writer.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,samples/socket/DelayedInput.java,1,0,"[{'startLine': 400, 'endLine': 400}]",1,1,DelayedInput.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,samples/xni/Counter.java,1,0,"[{'startLine': 549, 'endLine': 549}]",1,1,Counter.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,samples/dom/Counter.java,1,0,"[{'startLine': 467, 'endLine': 467}]",1,1,Counter.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,samples/sax/DocumentTracer.java,1,0,"[{'startLine': 1040, 'endLine': 1040}]",1,1,DocumentTracer.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,samples/jaxp/TypeInfoWriter.java,1,0,"[{'startLine': 569, 'endLine': 569}]",1,1,TypeInfoWriter.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,samples/jaxp/InlineSchemaValidator.java,1,0,"[{'startLine': 158, 'endLine': 158}, {'startLine': 622, 'endLine': 622}]",2,2,InlineSchemaValidator.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,samples/socket/KeepSocketOpen.java,1,0,"[{'startLine': 350, 'endLine': 350}, {'startLine': 427, 'endLine': 427}]",2,2,KeepSocketOpen.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,samples/xni/ObjectFactory.java,1,0,"[{'startLine': 141, 'endLine': 141}, {'startLine': 206, 'endLine': 206}, {'startLine': 220, 'endLine': 220}, {'startLine': 232, 'endLine': 232}, {'startLine': 267, 'endLine': 267}, {'startLine': 483, 'endLine': 483}]",6,6,ObjectFactory.java,False
