className,category,severity,filename,startLine,endLine,lineRanges,weight,guidelineWeight,name,isSnoozed
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,ganttproject/src/net/sourceforge/ganttproject/GanttCalendar.java,1,0,"[{'startLine': 105, 'endLine': 105}, {'startLine': 109, 'endLine': 109}]",2,2,GanttCalendar.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,ganttproject/src/net/sourceforge/ganttproject/ChartComponentBase.java,1,0,"[{'startLine': 166, 'endLine': 166}]",1,1,ChartComponentBase.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,ganttproject/src/net/sourceforge/ganttproject/GanttChartTabContentPanel.java,1,0,"[{'startLine': 88, 'endLine': 89}]",1,1,GanttChartTabContentPanel.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,ganttproject/src/net/sourceforge/ganttproject/GanttGraphicArea.java,1,0,"[{'startLine': 11, 'endLine': 11}, {'startLine': 148, 'endLine': 148}, {'startLine': 158, 'endLine': 158}, {'startLine': 182, 'endLine': 182}, {'startLine': 243, 'endLine': 243}, {'startLine': 260, 'endLine': 260}, {'startLine': 358, 'endLine': 358}, {'startLine': 366, 'endLine': 367}, {'startLine': 436, 'endLine': 437}, {'startLine': 587, 'endLine': 588}, {'startLine': 590, 'endLine': 591}, {'startLine': 593, 'endLine': 593}, {'startLine': 601, 'endLine': 601}, {'startLine': 603, 'endLine': 604}, {'startLine': 688, 'endLine': 688}, {'startLine': 695, 'endLine': 696}, {'startLine': 981, 'endLine': 983}, {'startLine': 1002, 'endLine': 1004}, {'startLine': 1015, 'endLine': 1015}, {'startLine': 1118, 'endLine': 1118}, {'startLine': 1291, 'endLine': 1292}, {'startLine': 1308, 'endLine': 1308}]",22,22,GanttGraphicArea.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,ganttproject/src/net/sourceforge/ganttproject/GPToolBar.java,1,0,"[{'startLine': 45, 'endLine': 45}]",1,1,GPToolBar.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,ganttproject/src/net/sourceforge/ganttproject/GanttOptions.java,1,0,"[{'startLine': 248, 'endLine': 248}, {'startLine': 1021, 'endLine': 1022}, {'startLine': 1381, 'endLine': 1384}]",3,3,GanttOptions.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,ganttproject/src/net/sourceforge/ganttproject/ErrorNotifier.java,1,0,"[{'startLine': 4, 'endLine': 4}]",1,1,ErrorNotifier.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,ganttproject/src/net/sourceforge/ganttproject/FacadeInvalidator.java,1,0,"[{'startLine': 43, 'endLine': 43}, {'startLine': 48, 'endLine': 48}]",2,2,FacadeInvalidator.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,ganttproject/src/net/sourceforge/ganttproject/GanttProject.java,1,0,"[{'startLine': 1729, 'endLine': 1729}, {'startLine': 1995, 'endLine': 1995}, {'startLine': 2009, 'endLine': 2009}, {'startLine': 2133, 'endLine': 2133}, {'startLine': 2415, 'endLine': 2415}]",5,5,GanttProject.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,ganttproject/src/net/sourceforge/ganttproject/GanttProjectImpl.java,1,0,"[{'startLine': 4, 'endLine': 4}, {'startLine': 129, 'endLine': 129}, {'startLine': 134, 'endLine': 134}, {'startLine': 139, 'endLine': 139}, {'startLine': 160, 'endLine': 160}, {'startLine': 165, 'endLine': 165}, {'startLine': 171, 'endLine': 171}]",7,7,GanttProjectImpl.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,ganttproject/src/net/sourceforge/ganttproject/ChartComponentBase.java,1,0,"[{'startLine': 368, 'endLine': 368}, {'startLine': 372, 'endLine': 372}]",2,2,ChartComponentBase.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,ganttproject/src/net/sourceforge/ganttproject/GanttGraphicArea.java,1,0,"[{'startLine': 338, 'endLine': 338}, {'startLine': 1315, 'endLine': 1315}, {'startLine': 1320, 'endLine': 1320}, {'startLine': 1325, 'endLine': 1325}, {'startLine': 1491, 'endLine': 1491}, {'startLine': 1496, 'endLine': 1496}]",6,6,GanttGraphicArea.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,ganttproject/src/net/sourceforge/ganttproject/GanttProjectBase.java,1,0,"[{'startLine': 424, 'endLine': 424}]",1,1,GanttProjectBase.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,ganttproject/src/net/sourceforge/ganttproject/GanttResourcePanel.java,1,0,"[{'startLine': 533, 'endLine': 533}, {'startLine': 538, 'endLine': 538}]",2,2,GanttResourcePanel.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,ganttproject/src/net/sourceforge/ganttproject/CustomPropertyManager.java,1,0,"[{'startLine': 67, 'endLine': 67}]",1,1,CustomPropertyManager.java,False
