className,locations,isSameFile,severity,filename,startLine,endLine,weight,guidelineWeight,isSnoozed
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/AS400JDBCArray.java', 'startLine': 1398, 'endLine': 1572, 'weight': 130, 'guidelineWeight': 0, 'name': 'AS400JDBCArray.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/AS400JDBCArray.java', 'startLine': 1583, 'endLine': 1757, 'weight': 130, 'guidelineWeight': 0, 'name': 'AS400JDBCArray.java', 'isSnoozed': False}]",True,VERY_HIGH,src/com/ibm/as400/access/AS400JDBCArray.java,0,0,130,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/SQLClob.java', 'startLine': 353, 'endLine': 604, 'weight': 125, 'guidelineWeight': 0, 'name': 'SQLClob.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/SQLDBClob.java', 'startLine': 339, 'endLine': 594, 'weight': 125, 'guidelineWeight': 0, 'name': 'SQLDBClob.java', 'isSnoozed': False}]",False,VERY_HIGH,src/com/ibm/as400/access/SQLClob.java,0,0,125,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/SQLVarbinary.java', 'startLine': 69, 'endLine': 301, 'weight': 123, 'guidelineWeight': 0, 'name': 'SQLVarbinary.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/SQLLongVarcharForBitData.java', 'startLine': 68, 'endLine': 301, 'weight': 123, 'guidelineWeight': 0, 'name': 'SQLLongVarcharForBitData.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/SQLVarcharForBitData.java', 'startLine': 71, 'endLine': 304, 'weight': 123, 'guidelineWeight': 0, 'name': 'SQLVarcharForBitData.java', 'isSnoozed': False}]",False,VERY_HIGH,src/com/ibm/as400/access/SQLVarbinary.java,0,0,123,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/SQLDecFloat16.java', 'startLine': 254, 'endLine': 466, 'weight': 116, 'guidelineWeight': 0, 'name': 'SQLDecFloat16.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/SQLDecFloat34.java', 'startLine': 252, 'endLine': 464, 'weight': 116, 'guidelineWeight': 0, 'name': 'SQLDecFloat34.java', 'isSnoozed': False}]",False,VERY_HIGH,src/com/ibm/as400/access/SQLDecFloat16.java,0,0,116,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/SQLDecimal.java', 'startLine': 303, 'endLine': 503, 'weight': 115, 'guidelineWeight': 0, 'name': 'SQLDecimal.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/SQLNumeric.java', 'startLine': 316, 'endLine': 516, 'weight': 115, 'guidelineWeight': 0, 'name': 'SQLNumeric.java', 'isSnoozed': False}]",False,VERY_HIGH,src/com/ibm/as400/access/SQLDecimal.java,0,0,115,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/JDClobProxy.java', 'startLine': 40, 'endLine': 243, 'weight': 114, 'guidelineWeight': 0, 'name': 'JDClobProxy.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/JDNClobProxy.java', 'startLine': 44, 'endLine': 240, 'weight': 114, 'guidelineWeight': 0, 'name': 'JDNClobProxy.java', 'isSnoozed': False}]",False,VERY_HIGH,src/com/ibm/as400/access/JDClobProxy.java,0,0,114,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/IFSSystemView.java', 'startLine': 80, 'endLine': 434, 'weight': 109, 'guidelineWeight': 0, 'name': 'IFSSystemView.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/vaccess/IFSFileSystemView.java', 'startLine': 86, 'endLine': 440, 'weight': 109, 'guidelineWeight': 0, 'name': 'IFSFileSystemView.java', 'isSnoozed': False}]",False,VERY_HIGH,src/com/ibm/as400/access/IFSSystemView.java,0,0,109,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/SQLClobLocator.java', 'startLine': 592, 'endLine': 797, 'weight': 106, 'guidelineWeight': 0, 'name': 'SQLClobLocator.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/SQLNClobLocator.java', 'startLine': 616, 'endLine': 822, 'weight': 106, 'guidelineWeight': 0, 'name': 'SQLNClobLocator.java', 'isSnoozed': False}]",False,VERY_HIGH,src/com/ibm/as400/access/SQLClobLocator.java,0,0,106,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/SQLCharForBitData.java', 'startLine': 83, 'endLine': 275, 'weight': 105, 'guidelineWeight': 0, 'name': 'SQLCharForBitData.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/SQLLongVarcharForBitData.java', 'startLine': 90, 'endLine': 283, 'weight': 105, 'guidelineWeight': 0, 'name': 'SQLLongVarcharForBitData.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/SQLVarbinary.java', 'startLine': 91, 'endLine': 283, 'weight': 105, 'guidelineWeight': 0, 'name': 'SQLVarbinary.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/SQLVarcharForBitData.java', 'startLine': 93, 'endLine': 286, 'weight': 105, 'guidelineWeight': 0, 'name': 'SQLVarcharForBitData.java', 'isSnoozed': False}]",False,VERY_HIGH,src/com/ibm/as400/access/SQLCharForBitData.java,0,0,105,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/SQLDecimal2.java', 'startLine': 213, 'endLine': 405, 'weight': 103, 'guidelineWeight': 0, 'name': 'SQLDecimal2.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'src/com/ibm/as400/access/SQLNumeric2.java', 'startLine': 218, 'endLine': 410, 'weight': 103, 'guidelineWeight': 0, 'name': 'SQLNumeric2.java', 'isSnoozed': False}]",False,VERY_HIGH,src/com/ibm/as400/access/SQLDecimal2.java,0,0,103,0,False
