className,category,severity,filename,startLine,endLine,lineRanges,weight,guidelineWeight,name,isSnoozed
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,org/picocontainer/behaviors/Storing.java,1,0,"[{'startLine': 26, 'endLine': 26}]",1,1,Storing.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,org/picocontainer/lifecycle/DefaultLifecycleState.java,1,0,"[{'startLine': 48, 'endLine': 48}, {'startLine': 59, 'endLine': 59}, {'startLine': 69, 'endLine': 69}, {'startLine': 76, 'endLine': 76}, {'startLine': 81, 'endLine': 81}, {'startLine': 86, 'endLine': 86}, {'startLine': 94, 'endLine': 94}, {'startLine': 100, 'endLine': 100}, {'startLine': 105, 'endLine': 105}]",9,9,DefaultLifecycleState.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,org/picocontainer/injectors/IterativeInjector.java,1,0,"[{'startLine': 301, 'endLine': 301}]",1,1,IterativeInjector.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,org/picocontainer/containers/EmptyPicoContainer.java,1,0,"[{'startLine': 97, 'endLine': 97}]",1,1,EmptyPicoContainer.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,org/picocontainer/lifecycle/JavaEE5LifecycleStrategy.java,1,0,"[{'startLine': 38, 'endLine': 38}, {'startLine': 43, 'endLine': 43}, {'startLine': 47, 'endLine': 47}]",3,3,JavaEE5LifecycleStrategy.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,org/picocontainer/DefaultPicoContainer.java,1,0,"[{'startLine': 267, 'endLine': 267}, {'startLine': 273, 'endLine': 273}, {'startLine': 364, 'endLine': 364}, {'startLine': 369, 'endLine': 369}, {'startLine': 406, 'endLine': 406}, {'startLine': 412, 'endLine': 412}, {'startLine': 417, 'endLine': 417}, {'startLine': 454, 'endLine': 454}, {'startLine': 472, 'endLine': 472}, {'startLine': 711, 'endLine': 711}, {'startLine': 716, 'endLine': 716}]",11,11,DefaultPicoContainer.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,org/picocontainer/behaviors/Locking.java,1,0,"[{'startLine': 30, 'endLine': 30}, {'startLine': 58, 'endLine': 58}]",2,2,Locking.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,org/picocontainer/behaviors/Synchronizing.java,1,0,"[{'startLine': 31, 'endLine': 31}, {'startLine': 53, 'endLine': 53}]",2,2,Synchronizing.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,org/picocontainer/lifecycle/ReflectionLifecycleStrategy.java,1,0,"[{'startLine': 126, 'endLine': 126}]",1,1,ReflectionLifecycleStrategy.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,org/picocontainer/monitors/ConsoleComponentMonitor.java,1,0,"[{'startLine': 36, 'endLine': 36}]",1,1,ConsoleComponentMonitor.java,False
