className,category,severity,filename,startLine,endLine,lineRanges,weight,guidelineWeight,name,isSnoozed
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,source/net/sf/jmoney/gui/AboutDialog.java,1,0,"[{'startLine': 71, 'endLine': 72}]",1,1,AboutDialog.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,source/net/sf/jmoney/NavigationTreeModel.java,1,0,"[{'startLine': 60, 'endLine': 60}]",1,1,NavigationTreeModel.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,source/net/sf/jmoney/model/DoubleEntry.java,1,0,"[{'startLine': 70, 'endLine': 70}]",1,1,DoubleEntry.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,source/net/sf/jmoney/io/MT940.java,1,0,"[{'startLine': 76, 'endLine': 76}]",1,1,MT940.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,BLOCKS_OF_CODE_IN_COMMENTS,VERY_HIGH,source/net/sf/jmoney/gui/MainFrame.java,1,0,"[{'startLine': 378, 'endLine': 378}, {'startLine': 607, 'endLine': 607}]",2,2,MainFrame.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,source/net/sf/jmoney/io/MT940.java,1,0,"[{'startLine': 107, 'endLine': 107}, {'startLine': 108, 'endLine': 108}, {'startLine': 170, 'endLine': 170}, {'startLine': 304, 'endLine': 304}]",4,4,MT940.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,NR_OF_TODO_COMMENTS,VERY_HIGH,source/net/sf/jmoney/io/QIF.java,1,0,"[{'startLine': 405, 'endLine': 405}]",1,1,QIF.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,source/net/sf/jmoney/model/Account.java,1,0,"[{'startLine': 225, 'endLine': 225}]",1,1,Account.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,source/net/sf/jmoney/Start.java,1,0,"[{'startLine': 34, 'endLine': 34}]",1,1,Start.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,source/net/sf/jmoney/gui/FontChooser.java,1,0,"[{'startLine': 342, 'endLine': 342}]",1,1,FontChooser.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,source/net/sf/jmoney/gui/MainFrame.java,1,0,"[{'startLine': 171, 'endLine': 171}]",1,1,MainFrame.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,source/net/sf/jmoney/gui/WaitDialog.java,1,0,"[{'startLine': 33, 'endLine': 33}]",1,1,WaitDialog.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,source/net/sf/jmoney/Currency.java,1,0,"[{'startLine': 88, 'endLine': 88}, {'startLine': 93, 'endLine': 93}]",2,2,Currency.java,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithCategory,empty_catch,VERY_HIGH,source/net/sf/jmoney/io/QIF.java,1,0,"[{'startLine': 157, 'endLine': 157}]",1,1,QIF.java,False
