className,locations,isSameFile,severity,filename,startLine,endLine,weight,guidelineWeight,isSnoozed
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'examples/mbeans/dynamic/src/examples/mbeans/dynamic/DynamicServerInfo.java', 'startLine': 355, 'endLine': 491, 'weight': 92, 'guidelineWeight': 0, 'name': 'DynamicServerInfo.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'examples/notification/src/examples/mbeans/dynamic/DynamicServerInfo.java', 'startLine': 318, 'endLine': 458, 'weight': 92, 'guidelineWeight': 0, 'name': 'DynamicServerInfo.java', 'isSnoozed': False}]",False,VERY_HIGH,examples/mbeans/dynamic/src/examples/mbeans/dynamic/DynamicServerInfo.java,0,0,92,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'examples/mbeans/dynamic/src/examples/applications/server/ServerInfo.java', 'startLine': 37, 'endLine': 103, 'weight': 38, 'guidelineWeight': 0, 'name': 'ServerInfo.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'examples/mbeans/model/src/examples/applications/server/ServerInfo.java', 'startLine': 37, 'endLine': 103, 'weight': 38, 'guidelineWeight': 0, 'name': 'ServerInfo.java', 'isSnoozed': False}]",False,VERY_HIGH,examples/mbeans/dynamic/src/examples/applications/server/ServerInfo.java,0,0,38,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'tutorials/src/tutorials/agent/RunAgent.java', 'startLine': 84, 'endLine': 143, 'weight': 32, 'guidelineWeight': 0, 'name': 'RunAgent.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'examples/notification/src/examples/agent/RunNotifAgent.java', 'startLine': 80, 'endLine': 139, 'weight': 32, 'guidelineWeight': 0, 'name': 'RunNotifAgent.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'examples/mbeans/dynamic/src/examples/agent/RunDynamicAgent.java', 'startLine': 81, 'endLine': 140, 'weight': 32, 'guidelineWeight': 0, 'name': 'RunDynamicAgent.java', 'isSnoozed': False}]",False,VERY_HIGH,tutorials/src/tutorials/agent/RunAgent.java,0,0,32,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'tutorials/src/tutorials/agent/RunAgent.java', 'startLine': 84, 'endLine': 129, 'weight': 24, 'guidelineWeight': 0, 'name': 'RunAgent.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'examples/mbeans/standard/src/examples/agent/RunStandardAgent.java', 'startLine': 82, 'endLine': 139, 'weight': 24, 'guidelineWeight': 0, 'name': 'RunStandardAgent.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'examples/notification/src/examples/agent/RunNotifAgent.java', 'startLine': 80, 'endLine': 125, 'weight': 24, 'guidelineWeight': 0, 'name': 'RunNotifAgent.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'examples/mbeans/dynamic/src/examples/agent/RunDynamicAgent.java', 'startLine': 81, 'endLine': 126, 'weight': 24, 'guidelineWeight': 0, 'name': 'RunDynamicAgent.java', 'isSnoozed': False}]",False,VERY_HIGH,tutorials/src/tutorials/agent/RunAgent.java,0,0,24,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'examples/mbeans/dynamic/src/examples/mbeans/dynamic/DynamicServerInfo.java', 'startLine': 96, 'endLine': 132, 'weight': 18, 'guidelineWeight': 0, 'name': 'DynamicServerInfo.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'examples/notification/src/examples/mbeans/dynamic/DynamicServerInfo.java', 'startLine': 92, 'endLine': 126, 'weight': 18, 'guidelineWeight': 0, 'name': 'DynamicServerInfo.java', 'isSnoozed': False}]",False,VERY_HIGH,examples/mbeans/dynamic/src/examples/mbeans/dynamic/DynamicServerInfo.java,0,0,18,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'examples/mbeans/dynamic/src/examples/mbeans/dynamic/DynamicServerInfo.java', 'startLine': 217, 'endLine': 245, 'weight': 16, 'guidelineWeight': 0, 'name': 'DynamicServerInfo.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'examples/notification/src/examples/mbeans/dynamic/DynamicServerInfo.java', 'startLine': 216, 'endLine': 244, 'weight': 16, 'guidelineWeight': 0, 'name': 'DynamicServerInfo.java', 'isSnoozed': False}]",False,VERY_HIGH,examples/mbeans/dynamic/src/examples/mbeans/dynamic/DynamicServerInfo.java,0,0,16,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'examples/mbeans/dynamic/src/examples/mbeans/dynamic/DynamicServerInfo.java', 'startLine': 158, 'endLine': 181, 'weight': 16, 'guidelineWeight': 0, 'name': 'DynamicServerInfo.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'examples/notification/src/examples/mbeans/dynamic/DynamicServerInfo.java', 'startLine': 155, 'endLine': 178, 'weight': 16, 'guidelineWeight': 0, 'name': 'DynamicServerInfo.java', 'isSnoozed': False}]",False,VERY_HIGH,examples/mbeans/dynamic/src/examples/mbeans/dynamic/DynamicServerInfo.java,0,0,16,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'examples/mbeans/dynamic/src/examples/applications/server/ServerInfo.java', 'startLine': 67, 'endLine': 93, 'weight': 15, 'guidelineWeight': 0, 'name': 'ServerInfo.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'examples/mbeans/model/src/examples/applications/server/ServerInfo.java', 'startLine': 67, 'endLine': 93, 'weight': 15, 'guidelineWeight': 0, 'name': 'ServerInfo.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'examples/notification/src/examples/mbeans/dynamic/DynamicServerInfo.java', 'startLine': 473, 'endLine': 499, 'weight': 15, 'guidelineWeight': 0, 'name': 'DynamicServerInfo.java', 'isSnoozed': False}]",False,VERY_HIGH,examples/mbeans/dynamic/src/examples/applications/server/ServerInfo.java,0,0,15,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'examples/mbeans/dynamic/src/examples/applications/server/ServerInfo.java', 'startLine': 118, 'endLine': 142, 'weight': 15, 'guidelineWeight': 0, 'name': 'ServerInfo.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'examples/mbeans/model/src/examples/applications/server/ServerInfo.java', 'startLine': 120, 'endLine': 144, 'weight': 15, 'guidelineWeight': 0, 'name': 'ServerInfo.java', 'isSnoozed': False}]",False,VERY_HIGH,examples/mbeans/dynamic/src/examples/applications/server/ServerInfo.java,0,0,15,0,False
nl.sig.bettercodehub.dataaccess.datamodel.RefactoringFileCandidateWithLocationList,"[{'severity': 'VERY_HIGH', 'filename': 'examples/mbeans/dynamic/src/examples/mbeans/dynamic/DynamicLogConfig.java', 'startLine': 263, 'endLine': 286, 'weight': 13, 'guidelineWeight': 0, 'name': 'DynamicLogConfig.java', 'isSnoozed': False}, {'severity': 'VERY_HIGH', 'filename': 'examples/notification/src/examples/mbeans/dynamic/DynamicServerInfo.java', 'startLine': 257, 'endLine': 279, 'weight': 13, 'guidelineWeight': 0, 'name': 'DynamicServerInfo.java', 'isSnoozed': False}]",False,VERY_HIGH,examples/mbeans/dynamic/src/examples/mbeans/dynamic/DynamicLogConfig.java,0,0,13,0,False
